symbol,fundingTime,fundingRate,markPrice,source,type,has_interest,interest_per_interval
BTCUSDT,2025-12-20 00:00:00.005,0.0001,88100.0531087,binance,CEX,True,0.0001
BTCUSDT,2025-12-20 08:00:00.000,1.234e-05,88239.9,binance,CEX,True,0.0001
BTCUSDT,2025-12-20 16:00:00.002,7.171e-05,88134.6,binance,CEX,True,0.0001
BTCUSDT,2025-12-21 00:00:00.000,9.682e-05,88320.8,binance,CEX,True,0.0001
BTCUSDT,2025-12-21 08:00:00.009,8.873e-05,88141.4479058,binance,CEX,True,0.0001
BTCUSDT,2025-12-21 16:00:00.000,3.977e-05,88024.7,binance,CEX,True,0.0001
BTCUSDT,2025-12-22 00:00:00.000,4.389e-05,88621.3,binance,CEX,True,0.0001
BTCUSDT,2025-12-22 08:00:00.005,4.524e-05,89132.4210942,binance,CEX,True,0.0001
BTCUSDT,2025-12-22 16:00:00.009,6.654e-05,89688.5,binance,CEX,True,0.0001
BTCUSDT,2025-12-23 00:00:00.000,2.633e-05,88579.9,binance,CEX,True,0.0001
BTCUSDT,2025-12-23 08:00:00.000,5.231e-05,87531.60234783,binance,CEX,True,0.0001
BTCUSDT,2025-12-23 16:00:00.001,1.795e-05,87407.18552899,binance,CEX,True,0.0001
BTCUSDT,2025-12-24 00:00:00.001,0.0001,87463.0,binance,CEX,True,0.0001
BTCUSDT,2025-12-24 08:00:00.001,8.455e-05,86866.4,binance,CEX,True,0.0001
BTCUSDT,2025-12-24 16:00:00.000,5.927e-05,87017.48463043,binance,CEX,True,0.0001
BTCUSDT,2025-12-25 00:00:00.000,5.953e-05,87627.3,binance,CEX,True,0.0001
BTCUSDT,2025-12-25 08:00:00.001,7.953e-05,87795.9,binance,CEX,True,0.0001
BTCUSDT,2025-12-25 16:00:00.005,8.322e-05,88327.2,binance,CEX,True,0.0001
BTCUSDT,2025-12-26 00:00:00.004,4.378e-05,87185.69548551,binance,CEX,True,0.0001
BTCUSDT,2025-12-26 08:00:00.001,5.427e-05,88433.0,binance,CEX,True,0.0001
BTCUSDT,2025-12-26 16:00:00.007,0.0001,87100.0,binance,CEX,True,0.0001
BTCUSDT,2025-12-27 00:00:00.000,1.809e-05,87330.0667084,binance,CEX,True,0.0001
BTCUSDT,2025-12-27 08:00:00.000,2.788e-05,87490.9,binance,CEX,True,0.0001
BTCUSDT,2025-12-27 16:00:00.011,5.85e-05,87510.2,binance,CEX,True,0.0001
BTCUSDT,2025-12-28 00:00:00.008,-3.6e-07,87831.96938406,binance,CEX,True,0.0001
BTCUSDT,2025-12-28 08:00:00.000,7.955e-05,87697.84224167,binance,CEX,True,0.0001
BTCUSDT,2025-12-28 16:00:00.000,9.464e-05,87797.6,binance,CEX,True,0.0001
BTCUSDT,2025-12-29 00:00:00.016,0.0001,87920.5,binance,CEX,True,0.0001
BTCUSDT,2025-12-29 08:00:00.001,0.0001,89583.0,binance,CEX,True,0.0001
BTCUSDT,2025-12-29 16:00:00.000,4.826e-05,87643.76313043,binance,CEX,True,0.0001
BTCUSDT,2025-12-30 00:00:00.005,0.0001,87209.04473188,binance,CEX,True,0.0001
BTCUSDT,2025-12-30 08:00:00.001,4.613e-05,87457.5,binance,CEX,True,0.0001
BTCUSDT,2025-12-30 16:00:00.003,8.345e-05,88966.8,binance,CEX,True,0.0001
BTCUSDT,2025-12-31 00:00:00.004,2.922e-05,88455.3,binance,CEX,True,0.0001
BTCUSDT,2025-12-31 08:00:00.001,1.453e-05,88569.0,binance,CEX,True,0.0001
